시간,시가,고가,저가,종가,거래량,거래대금
"06/18,14:20","5,010","5,010","5,010","5,010",20,"100,200"
"06/18,14:19","4,990","5,010","4,990","5,000",664,"3,315,060"
"06/18,14:18","4,990","4,990","4,985","4,990","1,795","8,956,355"
"06/18,14:17","5,010","5,010","4,985","4,990","2,012","10,051,400"
"06/18,14:16","5,020","5,020","5,000","5,010","1,858","9,318,820"
"06/18,14:15","5,010","5,020","4,995","5,020","4,589","22,982,580"
"06/18,14:14","5,020","5,020","4,995","4,995","6,872","34,399,955"
"06/18,14:13","5,020","5,040","5,010","5,020","15,652","78,626,420"
"06/18,14:12","4,950","5,050","4,950","5,020","69,513","348,483,855"
"06/18,14:11","4,945","4,945","4,945","4,945","1,580","7,813,100"
"06/18,14:10","4,945","4,950","4,945","4,950","5,309","26,258,150"
"06/18,14:09","4,970","4,970","4,945","4,950","4,883","24,189,730"
"06/18,14:08","4,980","4,980","4,960","4,960","6,247","31,066,690"
"06/18,14:07","4,970","4,980","4,965","4,980","2,025","10,068,540"
"06/18,14:06","4,965","4,970","4,950","4,970","1,551","7,686,810"
"06/18,14:05","4,965","4,965","4,950","4,965","2,703","13,396,385"
"06/18,14:04","4,955","4,955","4,950","4,955","3,662","18,134,935"
"06/18,14:03","4,965","4,965","4,950","4,950","2,889","14,329,955"
"06/18,14:02","4,970","4,970","4,965","4,965","1,727","8,582,000"
"06/18,14:01","4,950","4,970","4,950","4,965","6,937","34,393,505"
"06/18,14:00","4,940","4,950","4,940","4,950","2,121","10,487,185"
"06/18,13:59","4,955","4,955","4,940","4,940","2,154","10,648,130"
"06/18,13:58","4,955","4,955","4,945","4,955",474,"2,345,840"
"06/18,13:57","4,935","4,955","4,935","4,955","1,116","5,513,700"
"06/18,13:56","4,940","4,960","4,925","4,935","8,508","41,965,960"
"06/18,13:55","4,935","4,955","4,925","4,925","8,474","41,834,520"
"06/18,13:54","4,950","4,950","4,935","4,935","2,373","11,724,100"
"06/18,13:53","4,970","4,970","4,945","4,950",766,"3,799,690"
"06/18,13:52","4,930","4,970","4,930","4,970","3,468","17,116,870"
"06/18,13:51","4,975","4,975","4,935","4,935","1,549","7,659,430"
"06/18,13:50","4,950","4,980","4,930","4,975","8,974","44,404,505"
"06/18,13:49","4,935","4,950","4,935","4,950","3,365","16,625,610"
"06/18,13:48","4,975","4,975","4,925","4,930","16,374","80,933,960"
"06/18,13:47","4,980","4,985","4,975","4,975","1,382","6,882,185"
"06/18,13:46","4,980","4,990","4,980","4,985","4,850","24,181,145"
"06/18,13:45","4,955","4,980","4,950","4,980","2,222","11,009,220"
"06/18,13:44","4,970","4,970","4,955","4,955","2,840","14,087,615"
"06/18,13:43","4,980","4,980","4,950","4,970","16,291","80,755,140"
"06/18,13:42","4,995","5,010","4,965","4,980","9,685","48,258,225"
"06/18,13:41","5,000","5,000","4,990","4,990","3,359","16,776,560"
"06/18,13:40","5,010","5,010","4,995","4,995","3,244","16,211,195"
"06/18,13:39","5,000","5,010","5,000","5,010","2,571","12,866,330"
"06/18,13:38","5,010","5,020","5,000","5,010","2,116","10,602,270"
"06/18,13:37","5,010","5,010","5,000","5,010","3,349","16,765,030"
"06/18,13:36","5,010","5,020","5,000","5,010","7,972","39,937,480"
"06/18,13:35","4,990","5,020","4,990","5,020","34,591","173,397,220"
"06/18,13:34","4,985","4,995","4,985","4,990","4,191","20,910,795"
"06/18,13:33","4,985","4,990","4,985","4,985",625,"3,116,125"
"06/18,13:32","4,980","4,995","4,975","4,985","2,061","10,262,390"
"06/18,13:31","4,985","4,995","4,975","4,975","6,022","30,005,085"
"06/18,13:30","4,970","4,985","4,970","4,985",753,"3,750,900"
"06/18,13:29","4,975","4,985","4,975","4,985","1,591","7,917,390"
"06/18,13:28","4,985","4,985","4,975","4,980","5,085","25,326,950"
"06/18,13:27","4,985","4,990","4,980","4,985",664,"3,310,040"
"06/18,13:26","4,975","4,990","4,975","4,985","2,875","14,325,245"
"06/18,13:25","4,980","4,985","4,975","4,975","3,448","17,163,245"
"06/18,13:24","4,990","4,990","4,980","4,980","6,297","31,374,140"
"06/18,13:23","4,975","4,995","4,975","4,995","5,481","27,309,040"
"06/18,13:22","4,985","4,995","4,965","4,975","6,946","34,564,250"
"06/18,13:21","5,020","5,020","4,990","4,995","18,022","90,156,990"
"06/18,13:20","4,970","5,020","4,965","5,020","34,621","172,989,685"
"06/18,13:19","4,920","4,970","4,920","4,965","20,108","99,420,530"
"06/18,13:18","4,930","4,930","4,915","4,920","12,654","62,260,885"
"06/18,13:17","4,940","4,945","4,930","4,930","11,065","54,611,095"
"06/18,13:16","4,940","4,945","4,935","4,940","7,586","37,482,135"
"06/18,13:15","4,915","4,940","4,905","4,940","38,959","191,567,760"
"06/18,13:14","4,960","4,965","4,910","4,915","52,620","259,813,395"
"06/18,13:13","4,970","4,970","4,960","4,960","9,719","48,262,095"
"06/18,13:12","4,975","4,975","4,970","4,970","3,254","16,174,080"
"06/18,13:11","4,980","4,985","4,970","4,975","15,531","77,251,375"
"06/18,13:10","4,980","4,985","4,980","4,980","4,405","21,938,290"
"06/18,13:09","4,990","4,990","4,980","4,980","2,793","13,920,555"
"06/18,13:08","4,995","4,995","4,990","4,990","2,510","12,530,455"
"06/18,13:07","4,990","4,995","4,985","4,990","6,013","29,981,890"
"06/18,13:06","4,985","4,990","4,985","4,990","2,164","10,792,740"
"06/18,13:05","4,990","4,995","4,985","4,990","11,606","57,875,820"
"06/18,13:04","4,995","5,000","4,990","5,000","7,100","35,446,075"
"06/18,13:03","4,995","5,000","4,990","4,995","2,155","10,760,985"
"06/18,13:02","5,000","5,000","4,990","4,995","20,263","101,262,295"
"06/18,13:01","5,000","5,010","5,000","5,000","2,880","14,400,700"
"06/18,13:00","5,010","5,010","5,000","5,000","4,927","24,670,210"
"06/18,12:59","5,020","5,020","5,010","5,020","2,548","12,774,100"
"06/18,12:58","5,010","5,020","5,010","5,010","2,724","13,647,250"
"06/18,12:57","5,010","5,020","5,010","5,010","2,330","11,674,310"
"06/18,12:56","5,020","5,020","5,010","5,010","1,126","5,641,510"
"06/18,12:55","5,020","5,020","5,010","5,010","3,086","15,476,000"
"06/18,12:54","5,020","5,020","5,010","5,020","1,450","7,267,740"
"06/18,12:53","5,010","5,020","5,010","5,020",822,"4,120,430"
"06/18,12:52","5,020","5,020","5,010","5,020","7,976","39,972,320"
"06/18,12:51","5,010","5,020","5,010","5,020","2,235","11,208,060"
"06/18,12:50","5,030","5,030","5,000","5,020","30,224","151,448,950"
"06/18,12:49","5,040","5,040","5,020","5,020","6,975","35,099,640"
"06/18,12:48","5,040","5,050","5,030","5,030","1,920","9,662,400"
"06/18,12:47","5,040","5,060","5,030","5,030","1,929","9,729,610"
"06/18,12:46","5,050","5,050","5,030","5,040","1,925","9,704,620"
"06/18,12:45","5,040","5,050","5,040","5,040","1,330","6,705,850"
"06/18,12:44","5,050","5,050","5,040","5,040","3,866","19,486,170"
"06/18,12:43","5,040","5,050","5,040","5,040","1,481","7,469,660"
"06/18,12:42","5,050","5,050","5,030","5,040","7,191","36,196,620"
"06/18,12:41","5,040","5,050","5,030","5,040","12,731","64,163,440"
"06/18,12:40","5,050","5,060","5,040","5,040","1,537","7,749,460"
"06/18,12:39","5,050","5,060","5,050","5,060","4,582","23,139,350"
"06/18,12:38","5,060","5,060","5,050","5,050","2,820","14,261,090"
"06/18,12:37","5,070","5,070","5,060","5,060",714,"3,617,890"
"06/18,12:36","5,060","5,070","5,050","5,070",655,"3,313,720"
"06/18,12:35","5,050","5,060","5,050","5,060","1,737","8,774,020"
"06/18,12:34","5,060","5,060","5,050","5,050","1,531","7,737,210"
"06/18,12:33","5,060","5,060","5,050","5,060","5,091","25,726,530"
"06/18,12:32","5,070","5,070","5,060","5,060","5,366","27,154,050"
"06/18,12:31","5,060","5,070","5,060","5,070",431,"2,184,700"
"06/18,12:30","5,060","5,070","5,050","5,060","1,354","6,847,770"
"06/18,12:29","5,060","5,070","5,060","5,070","1,742","8,818,710"
"06/18,12:28","5,070","5,080","5,060","5,060","4,151","21,034,080"
"06/18,12:27","5,070","5,070","5,060","5,060","3,987","20,192,480"
"06/18,12:26","5,090","5,090","5,060","5,070","1,083","5,483,840"
"06/18,12:25","5,080","5,090","5,060","5,090","1,591","8,081,700"
"06/18,12:24","5,060","5,080","5,050","5,080","6,479","32,824,740"
"06/18,12:23","5,070","5,070","5,050","5,060","2,930","14,820,580"
"06/18,12:22","5,080","5,080","5,060","5,080","2,987","15,128,060"
"06/18,12:21","5,090","5,090","5,050","5,080","5,989","30,349,380"
"06/18,12:20","5,080","5,090","5,070","5,080","4,313","21,914,510"
"06/18,12:19","5,090","5,100","5,080","5,080","12,566","63,939,120"
"06/18,12:18","5,070","5,090","5,070","5,080","8,366","42,500,490"
"06/18,12:17","5,060","5,070","5,050","5,070","10,496","53,157,240"
"06/18,12:16","5,040","5,060","5,030","5,050","16,657","84,095,470"
"06/18,12:15","5,100","5,110","5,020","5,040","52,961","267,856,770"
"06/18,12:14","5,090","5,110","5,070","5,100","38,216","194,621,230"
"06/18,12:13","5,070","5,090","5,060","5,090","6,032","30,621,520"
"06/18,12:12","5,060","5,070","5,060","5,070","3,338","16,896,640"
"06/18,12:11","5,080","5,080","5,050","5,070","3,728","18,886,220"
"06/18,12:10","5,070","5,080","5,070","5,080","2,943","14,941,410"
"06/18,12:09","5,090","5,090","5,070","5,070","8,578","43,520,310"
"06/18,12:08","5,100","5,110","5,080","5,090","5,703","29,067,530"
"06/18,12:07","5,070","5,110","5,070","5,100","5,833","29,702,670"
"06/18,12:06","5,070","5,070","5,060","5,070","1,945","9,860,610"
"06/18,12:05","5,070","5,090","5,060","5,070","4,285","21,734,020"
"06/18,12:04","5,090","5,090","5,070","5,070","3,697","18,797,800"
"06/18,12:03","5,090","5,130","5,090","5,100","38,281","195,596,110"
"06/18,12:02","5,060","5,090","5,060","5,090","11,739","59,644,060"
"06/18,12:01","5,070","5,070","5,060","5,060",369,"1,867,180"
"06/18,12:00","5,040","5,070","5,040","5,060","9,459","47,755,420"
"06/18,11:59","5,030","5,040","5,030","5,040","1,950","9,813,590"
"06/18,11:58","5,030","5,040","5,020","5,030",830,"4,174,240"
"06/18,11:57","5,030","5,040","5,020","5,030","2,048","10,307,510"
"06/18,11:56","5,030","5,030","5,020","5,020","2,277","11,451,160"
"06/18,11:55","5,030","5,040","5,030","5,030","2,458","12,364,540"
"06/18,11:54","5,030","5,040","5,030","5,040","2,464","12,416,700"
"06/18,11:53","5,030","5,040","5,020","5,020","2,919","14,671,630"
"06/18,11:52","5,050","5,050","5,030","5,030","1,749","8,801,400"
"06/18,11:51","5,050","5,060","5,040","5,040","1,892","9,544,300"
"06/18,11:50","5,040","5,060","5,040","5,050","1,812","9,148,600"
"06/18,11:49","5,040","5,040","5,040","5,040","1,249","6,294,960"
"06/18,11:48","5,040","5,050","5,040","5,040",241,"1,216,710"
"06/18,11:47","5,040","5,040","5,030","5,040","1,702","8,570,240"
"06/18,11:46","5,020","5,040","5,020","5,020","2,389","11,992,830"
"06/18,11:45","5,070","5,070","5,010","5,020","23,049","115,937,480"
"06/18,11:44","5,050","5,070","5,040","5,070","1,669","8,423,600"
"06/18,11:43","5,030","5,060","5,030","5,060","1,347","6,780,470"
"06/18,11:42","5,040","5,060","5,030","5,030","3,528","17,784,980"
"06/18,11:41","5,060","5,070","5,040","5,060","4,446","22,462,620"
"06/18,11:40","5,060","5,060","5,050","5,060","1,074","5,427,040"
"06/18,11:39","5,060","5,060","5,060","5,060",659,"3,334,540"
"06/18,11:38","5,040","5,070","5,030","5,070","2,127","10,731,960"
"06/18,11:37","5,060","5,060","5,020","5,030","17,545","88,295,020"
"06/18,11:36","5,060","5,060","5,060","5,060","2,105","10,651,300"
"06/18,11:35","5,070","5,070","5,060","5,060","1,539","7,792,740"
"06/18,11:34","5,100","5,110","5,070","5,070","9,650","49,137,220"
"06/18,11:33","5,090","5,110","5,070","5,100","6,487","33,046,120"
"06/18,11:32","5,070","5,090","5,060","5,080","5,679","28,836,000"
"06/18,11:31","5,060","5,070","5,060","5,070",857,"4,342,590"
"06/18,11:30","5,040","5,070","5,030","5,060","3,341","16,895,780"
"06/18,11:29","5,030","5,050","5,030","5,050","1,349","6,791,660"
"06/18,11:28","5,040","5,040","5,030","5,030","2,902","14,609,930"
"06/18,11:27","5,050","5,060","5,040","5,040","1,746","8,818,060"
"06/18,11:26","5,050","5,080","5,050","5,060","3,649","18,458,280"
"06/18,11:25","5,050","5,050","5,030","5,030",160,"805,480"
"06/18,11:24","5,030","5,050","5,020","5,020","3,256","16,390,340"
"06/18,11:23","5,030","5,040","5,020","5,040","7,833","39,361,440"
"06/18,11:22","5,030","5,040","5,020","5,030","2,568","12,911,330"
"06/18,11:21","5,040","5,040","5,020","5,040","4,474","22,475,730"
"06/18,11:20","5,010","5,040","5,010","5,040","6,004","30,132,820"
"06/18,11:19","5,030","5,030","5,010","5,010","15,741","79,066,000"
"06/18,11:18","5,040","5,040","5,030","5,030","9,678","48,761,610"
"06/18,11:17","5,060","5,060","5,040","5,050","8,838","44,612,020"
"06/18,11:16","5,080","5,090","5,060","5,060","6,060","30,690,580"
"06/18,11:15","5,070","5,100","5,070","5,090","4,844","24,651,030"
"06/18,11:14","5,070","5,080","5,070","5,070",712,"3,612,840"
"06/18,11:13","5,060","5,080","5,060","5,070","4,034","20,452,770"
"06/18,11:12","5,050","5,070","5,040","5,050","5,369","27,085,180"
"06/18,11:11","5,060","5,060","5,040","5,050","21,374","107,998,340"
"06/18,11:10","5,070","5,080","5,060","5,070","1,734","8,785,280"
"06/18,11:09","5,090","5,090","5,070","5,070","2,123","10,768,120"
"06/18,11:08","5,070","5,080","5,060","5,080","1,541","7,813,800"
"06/18,11:07","5,040","5,100","5,040","5,080","5,595","28,322,920"
"06/18,11:06","5,060","5,070","5,040","5,040","20,556","103,778,470"
"06/18,11:05","5,110","5,110","5,060","5,060","14,783","75,107,600"
"06/18,11:04","5,090","5,110","5,080","5,110","7,636","38,915,530"
"06/18,11:03","5,120","5,120","5,090","5,090","11,146","56,811,720"
"06/18,11:02","5,120","5,130","5,110","5,110","7,735","39,596,760"
"06/18,11:01","5,100","5,120","5,090","5,120","6,861","35,087,470"
"06/18,11:00","5,070","5,110","5,070","5,100","11,881","60,426,680"
"06/18,10:59","5,150","5,150","5,060","5,070","35,873","183,334,440"
"06/18,10:58","5,140","5,170","5,130","5,150","40,206","207,195,390"
"06/18,10:57","5,110","5,130","5,110","5,130","14,563","74,528,540"
"06/18,10:56","5,150","5,150","5,100","5,110","26,722","136,991,760"
"06/18,10:55","5,090","5,200","5,070","5,140","110,917","572,057,710"
"06/18,10:54","5,080","5,090","5,070","5,080","4,472","22,728,920"
"06/18,10:53","5,120","5,120","5,070","5,090","22,610","115,092,450"
"06/18,10:52","5,100","5,120","5,060","5,110","20,277","103,128,530"
"06/18,10:51","5,140","5,150","5,080","5,100","54,944","280,971,190"
"06/18,10:50","5,020","5,140","5,020","5,140","68,093","346,376,290"
"06/18,10:49","5,010","5,030","5,000","5,030","2,721","13,634,930"
"06/18,10:48","5,010","5,010","5,000","5,000","3,228","16,161,750"
"06/18,10:47","5,020","5,020","5,000","5,000","7,862","39,417,940"
"06/18,10:46","5,010","5,020","5,000","5,010","3,969","19,870,720"
"06/18,10:45","5,000","5,020","4,995","5,020","7,838","39,212,385"
"06/18,10:44","5,020","5,020","5,000","5,010","11,752","58,864,090"
"06/18,10:43","5,020","5,040","5,010","5,020","20,036","100,740,650"
"06/18,10:42","5,000","5,020","4,995","5,020","13,800","69,044,375"
"06/18,10:41","5,000","5,010","4,980","4,995","13,782","68,838,740"
"06/18,10:40","5,000","5,010","5,000","5,000","4,118","20,598,280"
"06/18,10:39","5,010","5,010","4,970","5,000","20,169","100,578,615"
"06/18,10:38","5,000","5,010","5,000","5,010","6,358","31,803,700"
"06/18,10:37","4,975","5,000","4,970","5,000","6,036","30,091,960"
"06/18,10:36","4,975","4,995","4,960","4,975","28,865","143,318,765"
"06/18,10:35","4,980","4,985","4,970","4,975","22,499","111,908,345"
"06/18,10:34","5,000","5,010","4,970","4,970","68,428","341,324,105"
"06/18,10:33","5,010","5,020","5,000","5,000","15,177","75,967,630"
"06/18,10:32","5,020","5,020","5,000","5,010","14,099","70,616,730"
"06/18,10:31","5,000","5,020","5,000","5,010","7,181","35,976,910"
"06/18,10:30","5,020","5,020","5,000","5,010","22,416","112,293,570"
"06/18,10:29","5,030","5,030","5,020","5,020","15,865","79,652,520"
"06/18,10:28","5,030","5,050","5,030","5,040","12,963","65,274,240"
"06/18,10:27","5,040","5,050","5,010","5,030","33,605","168,620,010"
"06/18,10:26","5,040","5,040","5,020","5,030","19,287","96,984,510"
"06/18,10:25","5,060","5,070","5,000","5,030","111,372","559,881,440"
"06/18,10:24","5,160","5,160","4,980","5,070","244,332","1,233,459,205"
"06/18,10:23","5,210","5,280","5,160","5,170","135,249","706,501,420"
"06/18,10:22","5,260","5,260","5,180","5,210","161,173","840,934,260"
"06/18,10:21","5,210","5,270","5,160","5,250","153,437","798,494,350"
"06/18,10:20","5,140","5,260","5,110","5,210","396,427","2,061,115,480"
"06/18,10:19","5,050","5,140","5,050","5,130","77,895","396,702,040"
"06/18,10:18","5,050","5,060","5,050","5,060","6,787","34,304,610"
"06/18,10:17","5,060","5,060","5,050","5,060","9,569","48,375,150"
"06/18,10:16","5,060","5,060","5,050","5,060","6,635","33,513,740"
"06/18,10:15","5,050","5,060","5,040","5,050","5,750","29,035,110"
"06/18,10:14","5,040","5,060","5,040","5,050","14,133","71,368,540"
"06/18,10:13","5,040","5,050","5,030","5,050","3,189","16,073,950"
"06/18,10:12","5,050","5,050","5,030","5,030","13,276","66,911,510"
"06/18,10:11","5,040","5,060","5,030","5,040","33,399","168,512,800"
"06/18,10:10","5,030","5,050","5,030","5,050","30,103","151,741,990"
"06/18,10:09","5,020","5,030","5,010","5,030","9,389","47,167,530"
"06/18,10:08","5,020","5,020","5,010","5,010","1,476","7,400,590"
"06/18,10:07","5,020","5,020","5,000","5,020","6,801","34,115,160"
"06/18,10:06","5,000","5,020","5,000","5,020","16,616","83,240,550"
"06/18,10:05","5,000","5,010","4,995","5,010","9,646","48,223,190"
"06/18,10:04","5,010","5,020","5,000","5,000","5,408","27,065,900"
"06/18,10:03","5,010","5,020","5,000","5,010","3,006","15,059,370"
"06/18,10:02","5,010","5,020","5,000","5,000","2,837","14,212,060"
"06/18,10:01","5,010","5,030","5,010","5,020","1,599","8,023,070"
"06/18,10:00","5,000","5,020","5,000","5,010","5,967","29,875,580"
"06/18,09:59","5,010","5,020","5,000","5,000","3,358","16,807,970"
"06/18,09:58","5,000","5,010","5,000","5,010","3,779","18,906,280"
"06/18,09:57","5,010","5,020","4,990","5,000","13,546","67,687,740"
"06/18,09:56","5,020","5,030","5,010","5,010","5,071","25,430,110"
"06/18,09:55","5,030","5,030","5,010","5,020","10,128","50,850,790"
"06/18,09:54","5,020","5,040","5,020","5,030","16,164","81,400,360"
"06/18,09:53","5,010","5,030","5,010","5,030","9,745","48,959,840"
"06/18,09:52","5,040","5,040","5,010","5,010","20,598","103,623,000"
"06/18,09:51","5,030","5,040","5,020","5,040","39,159","197,283,660"
"06/18,09:50","4,990","5,030","4,990","5,030","20,736","103,879,390"
"06/18,09:49","4,975","4,995","4,975","4,995","8,427","41,987,730"
"06/18,09:48","4,975","4,990","4,970","4,975","18,519","92,175,330"
"06/18,09:47","4,990","5,000","4,975","4,975","19,244","95,968,790"
"06/18,09:46","5,040","5,050","4,980","4,990","30,779","154,211,185"
"06/18,09:45","5,040","5,070","5,030","5,050","21,616","109,232,770"
"06/18,09:44","5,020","5,060","5,010","5,040","31,493","158,568,250"
"06/18,09:43","4,970","5,020","4,960","5,020","43,716","217,957,070"
"06/18,09:42","4,990","4,995","4,965","4,970","51,124","254,509,490"
"06/18,09:41","5,070","5,070","4,950","4,995","160,069","799,697,845"
"06/18,09:40","5,080","5,090","5,060","5,060","12,713","64,615,410"
"06/18,09:39","5,050","5,080","5,040","5,080","15,448","78,207,850"
"06/18,09:38","5,060","5,060","5,040","5,050","13,677","69,000,610"
"06/18,09:37","5,060","5,060","5,040","5,060","14,792","74,667,100"
"06/18,09:36","5,060","5,070","5,030","5,050","32,243","162,639,240"
"06/18,09:35","5,090","5,090","5,060","5,070","8,479","42,992,210"
"06/18,09:34","5,050","5,090","5,040","5,080","12,612","63,785,750"
"06/18,09:33","5,120","5,130","5,040","5,050","98,899","501,431,110"
"06/18,09:32","5,110","5,120","5,080","5,110","13,736","70,006,580"
"06/18,09:31","5,110","5,110","5,080","5,090","22,835","116,226,600"
"06/18,09:30","5,120","5,130","5,090","5,110","20,206","103,213,370"
"06/18,09:29","5,130","5,130","5,110","5,120","11,839","60,632,360"
"06/18,09:28","5,090","5,130","5,090","5,130","15,072","77,078,940"
"06/18,09:27","5,100","5,120","5,070","5,090","30,851","156,870,490"
"06/18,09:26","5,120","5,130","5,080","5,090","22,699","115,860,550"
"06/18,09:25","5,160","5,160","5,100","5,120","24,181","124,138,790"
"06/18,09:24","5,130","5,170","5,080","5,150","39,135","200,869,290"
"06/18,09:23","5,080","5,140","5,070","5,130","23,806","121,481,640"
"06/18,09:22","5,110","5,110","5,070","5,080","19,117","97,295,800"
"06/18,09:21","5,100","5,120","5,090","5,110","12,521","63,939,100"
"06/18,09:20","5,180","5,180","5,100","5,110","29,965","153,707,900"
"06/18,09:19","5,140","5,190","5,130","5,180","70,270","362,817,000"
"06/18,09:18","5,100","5,160","5,090","5,150","47,219","242,438,600"
"06/18,09:17","5,060","5,130","5,060","5,100","29,701","151,090,920"
"06/18,09:16","5,120","5,120","5,060","5,060","20,598","104,788,400"
"06/18,09:15","5,120","5,120","5,050","5,120","89,467","453,634,730"
"06/18,09:14","5,150","5,170","5,100","5,120","38,704","198,858,240"
"06/18,09:13","5,160","5,170","5,130","5,160","27,409","141,187,160"
"06/18,09:12","5,120","5,170","5,080","5,170","53,285","272,288,870"
"06/18,09:11","5,130","5,170","5,120","5,120","33,281","170,993,620"
"06/18,09:10","5,160","5,230","5,080","5,120","134,780","697,232,230"
"06/18,09:09","5,100","5,170","5,080","5,160","70,094","358,731,510"
"06/18,09:08","5,080","5,150","5,080","5,100","78,050","398,556,400"
"06/18,09:07","5,130","5,210","5,080","5,090","216,646","1,120,033,020"
"06/18,09:06","5,160","5,190","5,100","5,140","90,376","465,987,420"
"06/18,09:05","5,110","5,160","5,060","5,150","118,443","603,651,270"
"06/18,09:04","5,180","5,190","5,100","5,110","79,002","406,163,740"
"06/18,09:03","5,120","5,190","5,080","5,170","101,082","517,134,890"
"06/18,09:02","5,050","5,150","5,050","5,120","190,885","976,644,420"
"06/18,09:01","5,140","5,200","5,040","5,060","387,399","1,985,611,620"
"06/18,09:00","5,380","5,420","5,010","5,140","1,320,851","6,964,757,840"
"06/17,15:30","4,900","4,900","4,900","4,900",394,"1,930,600"
"06/17,15:19","4,900","4,900","4,900","4,900",224,"1,097,600"
"06/17,15:18","4,900","4,900","4,900","4,900",201,"984,900"
"06/17,15:17","4,900","4,900","4,900","4,900",2,"9,800"
"06/17,15:16","4,900","4,900","4,900","4,900","4,324","21,187,600"
"06/17,15:15","4,900","4,900","4,900","4,900",256,"1,254,400"
"06/17,15:14","4,900","4,900","4,900","4,900",200,"980,000"
"06/17,15:13","4,900","4,900","4,900","4,900","3,323","16,282,700"
"06/17,15:12","4,900","4,900","4,900","4,900",6,"29,400"
"06/17,15:11","4,900","4,900","4,900","4,900",71,"347,900"
"06/17,15:10","4,900","4,900","4,900","4,900",453,"2,219,700"
"06/17,15:09","4,900","4,900","4,900","4,900",51,"249,900"
"06/17,15:08","4,900","4,900","4,900","4,900",287,"1,406,300"
"06/17,15:07","4,900","4,900","4,900","4,900",113,"553,700"
"06/17,15:06","4,900","4,900","4,900","4,900",127,"622,300"
"06/17,15:05","4,900","4,900","4,900","4,900",21,"102,900"
"06/17,15:04","4,900","4,900","4,900","4,900",14,"68,600"
"06/17,15:03","4,900","4,900","4,900","4,900","7,038","34,486,200"
"06/17,15:02","4,900","4,900","4,900","4,900",657,"3,219,300"
"06/17,15:01","4,900","4,900","4,900","4,900",25,"122,500"
"06/17,15:00","4,900","4,900","4,900","4,900",110,"539,000"
"06/17,14:59","4,900","4,900","4,900","4,900",2,"9,800"
"06/17,14:58","4,900","4,900","4,900","4,900",585,"2,866,500"
"06/17,14:57","4,900","4,900","4,900","4,900",101,"494,900"
"06/17,14:56","4,900","4,900","4,900","4,900",2,"9,800"
"06/17,14:55","4,900","4,900","4,900","4,900",24,"117,600"
"06/17,14:54","4,900","4,900","4,900","4,900",320,"1,568,000"
"06/17,14:53","4,900","4,900","4,900","4,900",369,"1,808,100"
"06/17,14:52","4,900","4,900","4,900","4,900",95,"465,500"
"06/17,14:51","4,900","4,900","4,900","4,900",774,"3,792,600"
"06/17,14:50","4,900","4,900","4,900","4,900",330,"1,617,000"
"06/17,14:49","4,900","4,900","4,900","4,900",458,"2,244,200"
"06/17,14:48","4,900","4,900","4,900","4,900",810,"3,969,000"
"06/17,14:47","4,900","4,900","4,900","4,900",760,"3,724,000"
"06/17,14:46","4,900","4,900","4,900","4,900",500,"2,450,000"
"06/17,14:45","4,900","4,900","4,900","4,900",28,"137,200"
"06/17,14:44","4,900","4,900","4,900","4,900",104,"509,600"
"06/17,14:43","4,900","4,900","4,900","4,900","1,750","8,575,000"
"06/17,14:42","4,900","4,900","4,900","4,900","2,961","14,508,900"
"06/17,14:41","4,900","4,900","4,900","4,900",758,"3,714,200"
"06/17,14:40","4,900","4,900","4,900","4,900",4,"19,600"
"06/17,14:39","4,900","4,900","4,900","4,900","1,246","6,105,400"
"06/17,14:38","4,900","4,900","4,900","4,900",660,"3,234,000"
"06/17,14:37","4,900","4,900","4,900","4,900",89,"436,100"
"06/17,14:36","4,900","4,900","4,900","4,900",563,"2,758,700"
"06/17,14:35","4,900","4,900","4,900","4,900",835,"4,091,500"
"06/17,14:34","4,900","4,900","4,900","4,900","1,569","7,688,100"
"06/17,14:33","4,900","4,900","4,900","4,900",148,"725,200"
"06/17,14:32","4,900","4,900","4,900","4,900","1,420","6,958,000"
"06/17,14:31","4,900","4,900","4,900","4,900",121,"592,900"
"06/17,14:30","4,900","4,900","4,900","4,900",215,"1,053,500"
"06/17,14:29","4,900","4,900","4,900","4,900",257,"1,259,300"
"06/17,14:28","4,900","4,900","4,900","4,900",231,"1,131,900"
"06/17,14:27","4,900","4,900","4,900","4,900","3,670","17,983,000"
"06/17,14:26","4,900","4,900","4,900","4,900",910,"4,459,000"
"06/17,14:25","4,900","4,900","4,900","4,900",495,"2,425,500"
"06/17,14:24","4,900","4,900","4,900","4,900",288,"1,411,200"
"06/17,14:23","4,900","4,900","4,900","4,900",165,"808,500"
"06/17,14:22","4,900","4,900","4,900","4,900","1,068","5,233,200"
"06/17,14:21","4,900","4,900","4,900","4,900","1,519","7,443,100"
"06/17,14:20","4,900","4,900","4,900","4,900","1,756","8,604,400"
"06/17,14:19","4,900","4,900","4,900","4,900","1,780","8,722,000"
"06/17,14:18","4,900","4,900","4,900","4,900","2,796","13,700,400"
"06/17,14:17","4,900","4,900","4,900","4,900","3,254","15,944,600"
"06/17,14:16","4,900","4,900","4,900","4,900","1,279","6,267,100"
"06/17,14:15","4,900","4,900","4,900","4,900","4,470","21,903,000"
"06/17,14:14","4,900","4,900","4,900","4,900","1,560","7,644,000"
"06/17,14:13","4,900","4,900","4,900","4,900",972,"4,762,800"
"06/17,14:12","4,900","4,900","4,900","4,900","2,710","13,279,000"
"06/17,14:11","4,900","4,900","4,900","4,900","3,023","14,812,700"
